78172.33,2114,261,25.82
78177.4,2078,255,25.41
78182.47,2096,258,25.41
78187.54,2282,286,25.41
78192.61,2242,280,25.41
78197.68,2216,276,25.41
78202.76,2520,322,25.41
78207.82,2890,379,25.41
78212.89,2369,299,25.41
78217.96,2324,293,25.41
78223.03,2302,289,25.82
78228.1,2416,307,25.82
78233.17,2351,297,25.82
78238.24,2242,280,25.82
78243.31,2324,293,25.41
78248.38,2158,267,25.41
78253.45,2216,276,25.41
78258.52,2216,276,25.41
78263.59,2302,289,25.41
78268.66,2351,297,25.41
78273.73,2114,261,25.41
78278.8,2058,252,25.41
78283.87,2114,261,25.41
78288.94,2216,276,25.82
78294.01,2078,255,25.41
78299.08,2015,246,25.82
78304.15,1994,242,25.41
78309.22,1975,239,25.41
78314.29,2078,255,25.41
78319.36,2015,246,25.41
78324.42,1956,237,25.41
78329.49,1956,237,25.41
78334.56,2027,247,25.41
78339.63,2351,297,25.41
78344.7,2197,273,25.41
78349.77,2114,261,25.41
78354.85,2096,258,25.41
78359.92,2134,264,25.41
78364.98,2174,270,25.41
78370.05,2197,273,25.41
78375.13,2197,273,25.41
78380.2,2114,261,25.41
78385.27,2078,255,25.41
78390.34,2058,252,25.41
78395.41,2027,247,25.41
78400.48,2302,289,25.41
78405.55,2174,270,25.41
78410.62,2114,261,25.41
78415.69,2114,261,25.41
78420.76,2078,255,25.41
78425.83,2058,252,25.41
78430.9,2216,276,25.41
78435.97,2351,297,25.41
78441.03,2282,286,25.41
78446.1,2158,267,25.41
78451.17,2096,258,25.41
78456.24,2197,273,25.41
78461.31,2158,267,25.41
78466.55,2114,261,25.41
78471.84,2242,280,25
78477.13,2394,303,25
78482.4,2158,267,25
78487.8,2114,261,25
78493.08,2096,258,25
78498.37,2242,280,25
78503.67,2158,267,25.41
78508.95,2174,270,25.41
78514.23,2282,286,25.41
78519.52,2282,286,25.41
78524.8,2078,255,25.41
78530.08,2324,293,25.41
78535.37,2158,267,25.41
78540.66,2242,280,25.41
78545.94,2302,289,25.41
78551.23,2197,273,25.41
78556.52,2096,258,25.41
78561.59,2078,255,25.41
78566.66,2158,267,25.41
78571.73,2058,252,25.41
78576.8,2058,252,25.41
78581.86,2134,264,25
78586.93,2263,283,25.41
78592,2114,261,25.41
78597.07,2416,307,25
78602.14,2197,273,25
78607.21,2324,293,25.41
78612.28,2242,280,25.41
78617.35,2302,289,25.41
78622.42,2134,264,25.41
78627.48,2216,276,25.41
78632.55,2027,247,25.82
78637.63,2158,267,25.82
78642.7,2174,270,25.82
78647.77,2197,273,25.82
78652.84,2078,255,25.82
78657.9,2114,261,25.82
78662.97,2158,267,25.82
78668.04,2158,267,25.82
78673.11,2197,273,25.82
78678.18,2078,255,25.41
78683.25,1994,242,25.41
78688.32,1956,237,25.41
78693.39,1940,234,25.41
78698.46,1975,239,25.41
78703.53,2134,264,25.41
78708.6,2114,261,25.82
78713.67,2394,303,25.82
78718.74,2324,293,25.82
78723.81,2197,273,25.82
78728.88,2058,252,25.41
78733.95,2078,255,25.82
78739.02,2134,264,25.82
78744.09,2282,286,25.82
78749.16,2197,273,25.82
78754.23,2197,273,25.41
78759.3,2263,283,25.82
78764.37,2324,293,25.82
78769.44,2282,286,25.41
78774.51,2158,267,25.41
78779.58,2134,264,25.41
78784.65,2302,289,25.41
78789.72,2027,247,25
78794.78,3268,436,25
78799.86,2471,315,25
78804.93,2216,276,25
78810,2351,297,25
78815.07,2216,276,25
78820.13,2242,280,25
78825.2,2282,286,25
78830.27,2197,273,25
78835.34,2497,319,24.6
78840.41,2114,261,24.6
78845.48,2174,270,24.6
78850.55,2174,270,24.2
78855.62,2158,267,24.2
78860.69,1994,242,24.2
78865.77,2058,252,24.6
78870.83,1975,239,24.2
78875.9,1975,239,24.6
78880.97,1975,239,24.6
78886.04,1956,237,24.6
78891.11,2497,319,24.6
78896.18,2096,258,24.6
78901.25,1940,234,24.2
78906.32,1905,229,24.6
78911.39,1870,223,24.6
78916.46,1905,229,24.6
78921.53,1890,226,24.6
78926.6,1956,237,24.6
78931.67,2096,258,25
78936.74,2216,276,25
78941.81,2078,255,25
78946.88,2078,255,25
78951.95,2114,261,25
78957.02,2058,252,25
78962.09,2027,247,25
78967.16,2096,258,25
78972.23,2096,258,25
78977.3,2096,258,25
78982.37,2096,258,24.6
78987.43,2134,264,24.6
78992.5,2058,252,24.6
78997.57,2078,255,24.6
79002.64,2078,255,24.6
79007.71,2242,280,24.6
79012.78,2078,255,24.6
79017.85,2158,267,24.6
79022.92,2282,286,24.2
79027.99,2058,252,24.2
79033.06,1956,237,24.6
79038.13,1870,223,24.2
79043.2,1890,226,24.2
79048.27,1922,231,24.2
79053.34,1890,226,24.2
79058.41,1890,226,24.2
79063.48,2078,255,24.2
79068.55,1994,242,24.2
79073.62,1940,234,24.2
79078.69,1890,226,24.2
79083.76,1890,226,24.2
79088.83,1922,231,24.2
79093.9,2015,246,24.2
79098.97,2801,365,24.2
79104.04,4319,597,24.2
79109.11,3979,545,24.2
79114.18,3394,456,24.2
79119.25,2992,394,24.2
79124.32,3512,474,24.2
79129.39,3476,468,24.2
79134.45,3787,515,24.2
79139.52,3476,468,24.2
79144.59,4372,605,24.2
79149.66,3394,456,24.2
79154.73,4897,685,24.6
79159.8,3209,427,24.2
79164.87,3349,449,24.2
79169.94,6134,873,24.6
79175.02,4037,554,24.2
79180.08,3787,515,24.2
79185.15,3979,545,24.2
79190.22,3555,480,24.2
79195.29,4266,588,24.6
79200.36,5663,801,24.6
79205.43,4688,653,24.6
79210.49,4431,614,24.6
79215.57,4564,634,24.6
79220.64,3741,508,24.6
79225.71,4372,605,24.6
79230.77,3979,545,24.6
79235.84,5262,740,24.6
79240.91,5414,763,24.6
79245.98,5353,754,24.6
79251.05,5262,740,25
79256.13,5587,790,25
79261.2,4431,614,25
79266.27,4504,625,25
79271.33,5182,728,25
79276.4,6038,858,25
79281.47,7992,1156,25.41
79286.54,7992,1156,25.41
79291.61,7992,1156,25.82
79296.68,7992,1156,25.82
79301.75,7992,1156,25.82
79306.82,5110,717,25.82
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.48,0,0,0
10.55,0,0,0
15.63,0,0,0
20.7,0,0,0
25.77,0,0,0
30.84,0,0,0
35.91,0,0,0
40.98,0,0,0
46.05,0,0,0
51.12,0,0,0
56.19,0,0,0
61.26,0,0,0
66.33,0,0,0
71.4,0,0,0
76.47,0,0,0
81.55,0,0,0
86.62,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,0
10.48,0,0,0
15.56,0,0,0
20.63,0,0,0
25.7,0,0,0
30.77,0,0,0
35.84,0,0,0
40.92,0,0,0
45.99,0,0,0
51.06,0,0,0
56.13,0,0,0
61.2,0,0,0
66.27,0,0,0
71.35,0,0,0
76.42,0,0,0
81.49,0,0,0
86.56,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.34,0,0,0
10.41,0,0,0
15.48,0,0,0
20.55,0,0,0
25.63,0,0,0
30.7,0,0,0
35.77,0,0,0
40.84,0,0,0
45.91,0,0,0
50.99,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,0
10.48,0,0,0
15.56,0,0,0
20.63,0,0,0
25.7,0,0,0
30.77,0,0,0
35.84,0,0,0
40.91,0,0,0
45.99,0,0,0
51.06,0,0,0
56.13,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,0
10.49,0,0,0
15.56,0,0,0
20.63,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.34,0,0,0
10.41,0,0,0
15.49,0,0,0
20.57,0,0,0
25.64,0,0,0
30.72,0,0,0
35.79,0,0,0
40.87,0,0,0
45.95,0,0,0
51.02,0,0,0
56.1,0,0,0
61.17,0,0,0
66.25,0,0,0
71.32,0,0,0
76.4,0,0,0
81.47,0,0,0
86.55,0,0,0
91.63,0,0,0
96.7,0,0,0
101.78,0,0,0
106.86,0,0,0
112,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,0
10.49,0,0,0
15.56,0,0,0
20.64,0,0,0
25.71,0,0,0
30.79,0,0,0
35.87,0,0,0
40.94,0,0,0
46.02,0,0,0
51.09,0,0,0
56.17,0,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.36,1,0,0
10.44,1,0,0
15.52,1,0,0
20.59,1,0,0
25.67,1,0,0
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,25
10.49,327.4,0.4,25
15.56,412.8,0.4,25
20.64,412.8,0,25
25.72,401,0,25
30.79,400.6,0,25
35.87,403.8,0,25
41.01,401.8,0,25
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.39,0,0,25
10.46,322.2,0.2,25
15.53,409.2,0.2,25
20.6,414,0.4,25
25.67,410.4,0.2,25
30.75,407.2,0,25
35.82,400,0,25
40.89,400,0,25
45.97,403.6,0,25
51.04,404.6,0.4,25
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,25
10.48,320,0,25
15.56,407.8,0.2,25
20.63,430.2,1,25
25.7,431.2,0.4,25
30.77,410.8,0,25
35.84,405,0,25
40.92,411.4,0.2,25
Test,,,
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.41,0,0,25
10.48,322.8,0.4,25
15.55,412,1.6,25
20.63,460.4,8.8,25
25.7,466.6,9.4,25
30.77,469.8,10,25
35.85,479.6,11.6,25
40.92,455.2,8,25
45.99,436.4,5.2,25
51.06,439,5.4,25
56.13,429,3.8,25
